"sig.id"	"Immune.sig"	"UP.padj"	"UP.ES"	"UP.NES"	"tau"	"type"	"common_name"	"source"	"source_id"	"method"	"coef"	"consensus"	"MOA"	"Status"	"Target"	"DSS"
"sig_6631"	"Genes_UP"	0.00195694716242661	0.455706739430216	1.72971657281641	92.8945138708745	"D1"	"ALW-II-38-3"	"LINCS"	"BRD-K68191783"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.539689135835845
"sig_907"	"Genes_UP"	0.0703125	-0.363283025166292	-1.40713967738896	-92.1060447827652	"D1"	"benzanthrone"	"LINCS"	"BRD-K76872913"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6070"	"Genes_UP"	0.0241187384044527	0.401968890105365	1.53305518812771	92.0772207844986	"D1"	"GANT-58"	"LINCS"	"BRD-K64451768"	"LIMMA_t"	"trt"	1	"GLI antagonist"	"Experimental"	NA	0.530155386009441
"sig_470"	"Genes_UP"	0.0243407707910751	0.407022124668352	1.5853903342412	91.8940931388459	"D1"	"procarbazine"	"LINCS"	"BRD-K13032584"	"LIMMA_t"	"trt"	1	"monoamine oxidase inhibitor"	"Approved"	NA	NA
"sig_2779"	"Genes_UP"	0.00200400801603206	0.506590671080593	1.93142655557467	91.8878670509034	"D1"	"byssochlamic-acid"	"LINCS"	"BRD-K43468059"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1341"	"Genes_UP"	0.0043956043956044	0.436501982519328	1.7069884365506	91.6230550065307	"D1"	"RHO-kinase-inhibitor-II"	"LINCS"	"BRD-K46678324"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_4428"	"Genes_UP"	0.00234741784037559	0.459295454526928	1.82585619540955	91.5318178878221	"D1"	"nalbuphine"	"LINCS"	"BRD-A16934955"	"LIMMA_t"	"trt"	0	"opioid receptor agonist, opioid receptor antagonist"	"Approved"	"OPRD1, OPRK1, OPRM1"	NA
"sig_3641"	"Genes_UP"	0.00208768267223382	0.495935822092666	1.92237696050122	91.3443508729843	"D1"	"heliotrine"	"LINCS"	"BRD-A08709697"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.58243020915702
"sig_2094"	"Genes_UP"	0.00241545893719807	0.45509377244405	1.8222753346711	91.28516058465	"D1"	"depudecin"	"LINCS"	"BRD-K07888107"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_4426"	"Genes_UP"	0.00642398286937901	-0.433360498400941	-1.66034445466709	-91.22975038881	"D1"	"pinacidil"	"LINCS"	"BRD-A22897758"	"LIMMA_t"	"trt"	0	"ATP channel activator, potassium channel activator"	"Approved"	"ABCC8, ABCC9"	NA
"sig_18802"	"Genes_UP"	0.004	0.47388374114011	1.83927228584337	90.7378400880051	"D1"	"piretanide"	"LINCS"	"BRD-K87990216"	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	"SLC12A1, SLC12A2"	0.667427447949243
"sig_20751"	"Genes_UP"	0.0164609053497942	0.394744654297639	1.54917673048547	90.5521573833461	"D1"	"piperacillin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"bacterial cell wall synthesis inhibitor"	"Approved"	NA	0.502023145456565
"sig_18455"	"Genes_UP"	0.00823045267489712	0.466151711304584	1.7573460771084	90.3009404399006	"D1"	"KM-00927"	"LINCS"	"BRD-K85493820"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.72397220880898
"sig_20598"	"Genes_UP"	0.00198807157057654	0.465206791922377	1.75166391798514	90.2882779983582	"D1"	"fluticasone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	0.553080799736915
"sig_1921"	"Genes_UP"	0.0127931769722814	0.430657223260809	1.67334472460089	90.203893462761	"D1"	"epinephrine"	"LINCS"	"BRD-A07765530"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist, neurotransmitter"	"Approved"	"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF"	NA
"sig_6876"	"Genes_UP"	0.00936329588014981	0.456374984894164	1.69751942534151	89.7640452315555	"D1"	"belinostat"	"LINCS"	"BRD-K17743125"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Approved"	"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"	0.706282473155216
"sig_6011"	"Genes_UP"	0.00271739130434783	0.504953328074624	2.00269606807432	88.6430640696522	"D1"	"CHEMBL-1222381"	"LINCS"	"BRD-K53903639"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.637738334523911
"sig_3438"	"Genes_UP"	0.00198412698412698	0.452960168500962	1.73696853194859	88.5088305530753	"D1"	"tubocurarine"	"LINCS"	"BRD-K02607075"	"LIMMA_t"	"trt"	0	"acetylcholine receptor antagonist"	"Approved"	"ACHE, CHRNA2, HTR3A, HTR3B, KCNN1, KCNN2, KCNN3, ZACN"	NA
"sig_161"	"Genes_UP"	0.0108695652173913	0.439409675725956	1.68011625543983	88.1199440035289	"D1"	"dexamethasone"	"LINCS"	"BRD-A35108200"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"ANXA1, NOS2, NR0B1, NR3C1, NR3C2"	0.581831965600678
"sig_220"	"Genes_UP"	0.0238095238095238	-0.389328205154557	-1.50232588836596	-88.0604144230691	"D1"	"MW-MITF22"	"LINCS"	"BRD-K27688565"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1396"	"Genes_UP"	0.0285132382892057	-0.381520926798251	-1.49831836031589	-87.9104974916962	"D1"	"TER-14687"	"LINCS"	"BRD-A33833419"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1337"	"Genes_UP"	0.0156521739130435	0.414369243814938	1.58253626948161	87.8786795859015	"D1"	"RG-13022"	"LINCS"	"BRD-K82688027"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_17491"	"Genes_UP"	0.00956022944550669	0.417585506160261	1.60349337939002	87.6943697559507	"D1"	"forskolin"	"LINCS"	"BRD-K77830450"	"LIMMA_t"	"trt"	0	"adenylyl cyclase activator"	"Approved"	"ADCY2, ADCY5, GNAS"	0.545414490316032
"sig_348"	"Genes_UP"	0.018348623853211	0.400858193339159	1.52168996435063	87.6041626339956	"D1"	"hydrocortisone"	"LINCS"	"BRD-A73635141"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	NA	0.626969696238125
"sig_1199"	"Genes_UP"	0.0272232304900181	0.391359855461944	1.49295221415157	87.4672822122362	"D1"	"hydrastine"	"LINCS"	"BRD-K02715688"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_20412"	"Genes_UP"	0.00681818181818182	0.440220036669192	1.72750420238171	87.0599293910785	"D1"	"NCH-51"	"LINCS"	"BRD-K52522949"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.702762635895582
"sig_3211"	"Genes_UP"	0.0164835164835165	0.394740920921706	1.54237555873622	87.0549755596984	"D1"	"IRL-2500"	"LINCS"	"BRD-A54029483"	"LIMMA_t"	"trt"	1	"endothelin receptor antagonist"	"Experimental"	"EDNRB"	NA
"sig_18488"	"Genes_UP"	0.0493827160493827	0.370751456283838	1.41975630844361	86.9247762598382	"D1"	"BG-1028"	"LINCS"	"BRD-K85732814"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.742713767071257
"sig_2060"	"Genes_UP"	0.0392561983471074	0.38977516000902	1.50639451887739	86.8876747079303	"D1"	"STK-064652"	"LINCS"	"BRD-A13195221"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6654"	"Genes_UP"	0.0285132382892057	0.380350603172513	1.46350888451334	86.6237873644728	"D1"	"labetalol"	"LINCS"	"BRD-A07440155"	"LIMMA_t"	"trt"	0	"adrenergic receptor antagonist"	"Approved"	"ADRA1A, ADRA1B, ADRA1D, ADRB1, ADRB2"	NA
"sig_1832"	"Genes_UP"	0.00261780104712042	0.488536614517717	1.89266419787722	86.3552267535111	"D1"	"amiodarone"	"LINCS"	"BRD-K87555556"	"LIMMA_t"	"trt"	0	"potassium channel blocker"	"Approved"	"ADRB1, CACNA1H, CACNA2D2, KCNA7, KCNH2"	0.567186146623216
"sig_6606"	"Genes_UP"	0.00892857142857143	0.421316814291594	1.63815573286454	86.1981933227156	"D1"	"medrysone"	"LINCS"	"BRD-K56515112"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.575114158556325
"sig_20240"	"Genes_UP"	0.0308008213552361	-0.396789112092354	-1.50408824219934	-86.1844109360611	"D1"	"yohimbine"	"LINCS"	"BRD-K99712306"	"LIMMA_t"	"trt"	0	"adrenergic receptor antagonist"	"Approved"	"ADRA2A, ADRA2B, ADRA2C, DRD2, DRD3, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR7, KCNJ1, KCNJ10, KCNJ11, KCNJ12, KCNJ14, KCNJ15, KCNJ8"	NA
"sig_1020"	"Genes_UP"	0.00188679245283019	0.49991721099811	1.89890607621353	86.1356037193276	"D1"	"genipin"	"LINCS"	"BRD-A04308630"	"LIMMA_t"	"trt"	1	"choleretic agent"	"Experimental"	NA	NA
"sig_3571"	"Genes_UP"	0.0419161676646707	-0.369773834136368	-1.4263281121519	-86.0302642867964	"D1"	"RO-10-5824"	"LINCS"	"BRD-K79684402"	"LIMMA_t"	"trt"	1	"dopamine receptor agonist"	"Experimental"	NA	NA
"sig_3482"	"Genes_UP"	0.00404040404040404	0.46718282410602	1.77018904865668	85.9282400332001	"D1"	"givinostat"	"LINCS"	"BRD-K13810148"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Experimental"	"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"	0.785084645999946
"sig_2226"	"Genes_UP"	0.0241228070175439	0.375850232901347	1.49296437530008	85.8661088315209	"D1"	"piperacillin"	"LINCS"	"BRD-K86873305"	"LIMMA_t"	"trt"	0	"bacterial cell wall synthesis inhibitor"	"Approved"	NA	0.502023145456565
"sig_2534"	"Genes_UP"	0.00646551724137931	0.406848993547822	1.60789366213374	85.8172176735155	"D1"	"nor-binaltorphimine"	"LINCS"	"BRD-A11135865"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_15785"	"Genes_UP"	0.00194931773879142	0.466065209118878	1.73261775659528	85.5395104732752	"D1"	"apicidin"	"LINCS"	"BRD-K64606589"	"LIMMA_t"	"trt"	0	"Unknown"	"Experimental"	NA	0.717156858093597
"sig_9028"	"Genes_UP"	0.0503875968992248	-0.368592421289105	-1.41197405837318	-85.3815815896472	"D1"	"amiprilose"	"LINCS"	"BRD-K11700078"	"LIMMA_t"	"trt"	1	"CD antagonist"	"Experimental"	NA	NA
"sig_184"	"Genes_UP"	0.0217821782178218	-0.406617136272091	-1.55368932808305	-85.3486315738428	"D1"	"tocainide"	"LINCS"	"BRD-A92670106"	"LIMMA_t"	"trt"	1	"sodium channel blocker"	"Approved"	"SCN5A"	0.621067742555578
"sig_17659"	"Genes_UP"	0.025844930417495	0.38853613299719	1.51596296266349	85.0776511753583	"D1"	"dibenzepin"	"LINCS"	"BRD-K79145749"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_3301"	"Genes_UP"	0.0207900207900208	0.36845440008272	1.47654079012075	84.8889660836205	"D1"	"tyrphostin-46"	"LINCS"	"BRD-K60184833"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_11126"	"Genes_UP"	0.00731261425959781	0.448647797871726	1.70091796500397	84.3208937078841	"D1"	"sulfamethoxazole"	"LINCS"	"BRD-K28494619"	"LIMMA_t"	"trt"	1	"PABA antagonist"	"Approved"	NA	NA
"sig_9010"	"Genes_UP"	0.00672645739910314	0.412269940540805	1.60134605419659	84.2963191899505	"D1"	"droxinostat"	"LINCS"	"BRD-K11558771"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Experimental"	"HDAC6, HDAC8"	0.667846908515686
"sig_2787"	"Genes_UP"	0.0148975791433892	0.400615674141344	1.56684833367598	83.9077230973729	"D1"	"SCH-58261"	"LINCS"	"BRD-K81225797"	"LIMMA_t"	"trt"	1	"adenosine receptor antagonist"	"Experimental"	"ADORA1, ADORA2A, ADORA2B, ADORA3"	0.640226165717107
"sig_6776"	"Genes_UP"	0.00772200772200772	0.451513794968804	1.69233128302199	83.624218743295	"D1"	"panobinostat"	"LINCS"	"BRD-K02130563"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Approved"	"HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9"	0.738392721552682
"sig_1073"	"Genes_UP"	0.0514469453376206	-0.373950537403026	-1.38888564587564	-83.6091123113067	"D1"	"bacitracin"	"LINCS"	"BRD-A23712469"	"LIMMA_t"	"trt"	1	"bacterial cell wall synthesis inhibitor"	"Approved"	"A2M, IDE"	NA
"sig_20491"	"Genes_UP"	0.0135135135135135	0.423089101367931	1.58370311542296	83.5046711842411	"D1"	"fluocinonide"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	"NR3C1, SERPINA6, SMO"	0.582380537872795
"sig_7576"	"Genes_UP"	0.0072992700729927	0.413381036056785	1.68536978204036	83.3950431297947	"D1"	"MW-MITF9"	"LINCS"	"BRD-A98349433"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_7113"	"Genes_UP"	0.00415800415800416	0.421326742496145	1.62161396870495	83.3381912334648	"D1"	"dacinostat"	"LINCS"	"BRD-K56957086"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Experimental"	"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"	0.722164662885165
"sig_611"	"Genes_UP"	0.0535714285714286	0.371653090882014	1.41968455125809	83.3333479582981	"D1"	"fipexide"	"LINCS"	"BRD-K37688416"	"LIMMA_t"	"trt"	1	"psychoactive drug"	"Withdrawn"	NA	NA
"sig_2555"	"Genes_UP"	0.00392927308447937	0.438184184938885	1.71017923375277	83.3215099633038	"D1"	"resmethrin"	"LINCS"	"BRD-A83431637"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_9157"	"Genes_UP"	0.00396039603960396	0.443537691669182	1.63928660513031	83.2615310413363	"D1"	"THM-I-94"	"LINCS"	"BRD-K12867552"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.727771550566682
"sig_9795"	"Genes_UP"	0.0117370892018779	0.415481618650611	1.63073026533526	83.2284579220599	"D1"	"BML-210"	"LINCS"	"BRD-K17820047"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.660228289576865
"sig_6297"	"Genes_UP"	0.00886917960088692	0.448346187201069	1.72822778652533	83.0692848051756	"D1"	"ipratropium"	"LINCS"	"BRD-A07029265"	"LIMMA_t"	"trt"	0	"acetylcholine receptor antagonist"	"Approved"	"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"	NA
"sig_2116"	"Genes_UP"	0.00253807106598985	0.429925549078581	1.72271042929356	83.0056428925836	"D1"	"ethylestrenol"	"LINCS"	"BRD-K39391626"	"LIMMA_t"	"trt"	1	"Unknown"	"Withdrawn"	NA	NA
"sig_7054"	"Genes_UP"	0.00892857142857143	0.438567523554113	1.65717228282663	82.9051070448648	"D1"	"prednicarbate"	"LINCS"	"BRD-K46137903"	"LIMMA_t"	"trt"	0	"phospholipase activator"	"Approved"	"NR3C1, PLA2G1B"	0.598360795947213
"sig_20794"	"Genes_UP"	0.0174757281553398	0.44729992578067	1.67456828591453	82.8626999565311	"D1"	"apicidin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.717156858093597
"sig_10273"	"Genes_UP"	0.011744966442953	0.42401331508106	1.60381721927646	82.7759654581214	"D1"	"xylazine"	"LINCS"	"BRD-K21565985"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist"	"Approved"	"ADRA2A, ADRA2B, ADRA2C"	0.529688883242728
"sig_3622"	"Genes_UP"	0.0137524557956778	0.407782217198861	1.60576849704519	82.7489560781249	"D1"	"gelsemine"	"LINCS"	"BRD-A17535965"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1826"	"Genes_UP"	0.0547703180212014	0.377102376987512	1.43239986606865	82.7318865117881	"D1"	"AGK-2"	"LINCS"	"BRD-K32536677"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6673"	"Genes_UP"	0.0078125	0.441570850320092	1.64496488113225	82.5220992890772	"D1"	"trichostatin-a"	"LINCS"	"BRD-A19037878"	"LIMMA_t"	"trt"	0	"HDAC inhibitor"	"Experimental"	"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"	0.74319275976397
"sig_10837"	"Genes_UP"	0.0255009107468124	0.39671283560526	1.52774922351355	82.5132414398828	"D1"	"calpeptin"	"LINCS"	"BRD-K26134695"	"LIMMA_t"	"trt"	0	"calpain inhibitor"	"Experimental"	NA	0.623837726883316
"sig_661"	"Genes_UP"	0.0127504553734062	-0.393229946117435	-1.56080925787965	-82.4612960039215	"D1"	"JL-7-128"	"LINCS"	"BRD-K83048312"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1229"	"Genes_UP"	0.0257289879931389	-0.405368930052894	-1.54996062139327	-82.3452990092537	"D1"	"salsolidine"	"LINCS"	"BRD-A75140635"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6039"	"Genes_UP"	0.0127877237851662	0.371778325025843	1.49320218993179	82.2710880611941	"D1"	"ethinyl-estradiol"	"LINCS"	"BRD-A02367930"	"LIMMA_t"	"trt"	0	"estrogen receptor agonist, estrogenic hormone"	"Approved"	"ESR1, ESR2, NR1I2"	NA
"sig_1359"	"Genes_UP"	0.0146443514644351	0.405075750800551	1.57765607867934	82.2072169486506	"D1"	"salbutamol"	"LINCS"	"BRD-A88254928"	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	NA
"sig_15968"	"Genes_UP"	0.0297397769516729	-0.3861427608151	-1.44700710795237	-82.1194451782962	"D1"	"oxantel"	"LINCS"	"BRD-K66019333"	"LIMMA_t"	"trt"	0	"anthelmintic agent"	"Experimental"	NA	NA
"sig_2435"	"Genes_UP"	0.00588235294117647	0.444274281839679	1.67094437012005	81.9249262425467	"D1"	"budesonide"	"LINCS"	"BRD-A82238138"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.553789297615821
"sig_20566"	"Genes_UP"	0.00808080808080808	0.463556079186736	1.75794411296692	81.7840491973384	"D1"	"dexamethasone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	"ANXA1, NOS2, NR0B1, NR3C1, NR3C2"	0.581831965600678
"sig_6678"	"Genes_UP"	0.0219594594594595	0.405503950051039	1.5309695238001	81.6930232427661	"D1"	"buphenine"	"LINCS"	"BRD-A36267905"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist"	"Approved"	"ADRB2"	0.5423552101619
"sig_7457"	"Genes_UP"	0.0100401606425703	0.44283268498204	1.70089133590164	81.6640230625159	"D1"	"hydrocortisone"	"LINCS"	"BRD-A65767837"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	NA	0.626969696238125
"sig_2745"	"Genes_UP"	0.0430879712746858	0.392173506625617	1.46260127847665	81.6187045302558	"D1"	"norketamine"	"LINCS"	"BRD-A10355991"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_20607"	"Genes_UP"	0.153979238754325	-0.325921389646062	-1.22683749279932	-81.5085488067449	"D1"	"warfarin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"vitamin K antagonist"	"Approved"	"VKORC1"	NA
"sig_20575"	"Genes_UP"	0.0123711340206186	0.445912838475954	1.64931401154426	81.4800280467358	"D1"	"trichostatin-a"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Experimental"	"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"	0.74319275976397
"sig_6102"	"Genes_UP"	0.010989010989011	0.422367583184904	1.56590325134767	81.2831851248309	"D1"	"trichostatin-a"	"LINCS"	"BRD-K68202742"	"LIMMA_t"	"trt"	0	"HDAC inhibitor"	"Experimental"	"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"	0.74319275976397
"sig_2230"	"Genes_UP"	0.00224215246636771	0.466572624584669	1.78397398348396	81.2755897562805	"D1"	"PP-30"	"LINCS"	"BRD-K30677119"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.647870152813752
"sig_20812"	"Genes_UP"	0.0567986230636833	0.374576486834946	1.40223363892	81.1599104543637	"D1"	"halcinonide"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.565329072916978
"sig_6933"	"Genes_UP"	0.00816326530612245	0.431834699433507	1.66974983735364	81.1295793893518	"D1"	"gingerol"	"LINCS"	"BRD-K26117720"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2382"	"Genes_UP"	0.0920245398773006	-0.339512758519336	-1.32524800802325	-81.1040329336699	"D1"	"TUL-XIX029"	"LINCS"	"BRD-K79070828"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_1834"	"Genes_UP"	0.0226415094339623	0.390542263935391	1.48866422689609	81.0851936589441	"D1"	"andarine"	"LINCS"	"BRD-K82164249"	"LIMMA_t"	"trt"	1	"androgen receptor modulator"	"Experimental"	"AR"	NA
"sig_16154"	"Genes_UP"	0.0942028985507246	0.341875764005017	1.30286857633021	81.0125384014435	"D1"	"acemetacin"	"LINCS"	"BRD-K67563174"	"LIMMA_t"	"trt"	1	"cyclooxygenase inhibitor"	"Approved"	"PTGS1, PTGS2"	NA
"sig_2836"	"Genes_UP"	0.0152542372881356	0.420765924335302	1.56269909916257	80.9429837597219	"D1"	"halcinonide"	"LINCS"	"BRD-K81709173"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.565329072916978
"sig_7298"	"Genes_UP"	0.0028169014084507	0.496674413284269	1.97722787148526	80.790064378076	"D1"	"tacedinaline"	"LINCS"	"BRD-K52313696"	"LIMMA_t"	"trt"	1	"HDAC inhibitor"	"Experimental"	"HDAC1"	0.654817178903536
"sig_20455"	"Genes_UP"	0.0422535211267606	0.381218935659914	1.47655687419323	80.5898281654641	"D1"	"quinpirole"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2796"	"Genes_UP"	0.0023094688221709	0.478867112677755	1.90490662457742	80.5276982056502	"D1"	"diltiazem"	"LINCS"	"BRD-K81029756"	"LIMMA_t"	"trt"	0	"calcium channel blocker"	"Approved"	"CACNA1C, CACNA1S, CACNA2D1, CACNG1, HTR3A, KCNA5"	NA
"sig_3471"	"Genes_UP"	0.135693215339233	0.343309026442159	1.27034734133992	80.5099642207486	"D1"	"solanine"	"LINCS"	"BRD-K70881766"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
