"sig.id"	"Immune.sig"	"UP.padj"	"UP.ES"	"UP.NES"	"DN.padj"	"DN.ES"	"DN.NES"	"tau"	"type"	"common_name"	"source"	"source_id"	"method"	"coef"	"consensus"	"MOA"	"Status"	"Target"	"DSS"
"sig_20463"	"Genes_UP"	0.0139372822299652	0.401115174110571	1.53590919026069	0.408312958435208	-0.249683991096048	-1.03702773142674	96.592251429587	"D1"	"methylergometrine"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"dopamine receptor antagonist, serotonin receptor antagonist"	"Approved"	"DRD1, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C"	NA
"sig_3847"	"Genes_UP"	0.0316831683168317	0.380479271840538	1.47791221968919	0.051948051948052	-0.34473449076211	-1.41831364007678	96.1031433149218	"D1"	"fluticasone"	"LINCS"	"BRD-A59943784"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	NA	0.553080799736915
"sig_2716"	"Genes_UP"	0.0806451612903226	0.35986061642924	1.363624731856	0.0526315789473684	-0.335351347030266	-1.38701216383772	94.8507673105292	"D1"	"ginsenoside"	"LINCS"	"BRD-A65550283"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_7370"	"Genes_UP"	0.0419847328244275	0.378496520152	1.43659065912447	0.0183299389002037	-0.373803607291383	-1.51228117552563	94.645860192698	"D1"	"KU-C103676"	"LINCS"	"BRD-A35020550"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_3262"	"Genes_UP"	0.00350877192982456	0.451468993531972	1.70528204553252	0.0952380952380952	-0.31788927235118	-1.29065774899251	94.1995904672892	"D1"	"acitretin"	"LINCS"	"BRD-K62012036"	"LIMMA_t"	"trt"	0	"retinoid receptor agonist"	"Approved"	"RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3"	0.522189837039526
"sig_20500"	"Genes_UP"	0.421875	-0.270574672562176	-1.00858229005324	0.0421940928270042	0.367890310519603	1.44492433745758	-93.8402247880404	"D1"	"TTNPB"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"retinoid receptor agonist"	"Experimental"	"RARA, RARB, RARG"	0.581441217835027
"sig_11685"	"Genes_UP"	0.296680497925311	-0.29015432858737	-1.11106696996237	0.00596421471172962	0.393934683705647	1.59622675275881	-93.1820719846267	"D1"	"guanfacine"	"LINCS"	"BRD-K32830106"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist"	"Approved"	"ADRA2A, ADRA2B, ADRA2C"	NA
"sig_4242"	"Genes_UP"	0.100970873786408	0.339343390060109	1.30078314092953	0.0376940133037694	-0.346913604572129	-1.41506845471592	93.1010349367248	"D1"	"formestane"	"LINCS"	"BRD-A31801025"	"LIMMA_t"	"trt"	0	"aromatase inhibitor"	"Approved"	"CYP19A1"	NA
"sig_775"	"Genes_UP"	0.0248091603053435	-0.405746717864306	-1.54597643601814	0.377870563674321	0.255845152451926	1.03909409643719	-92.7762213783929	"D1"	"ephedrine"	"LINCS"	"BRD-A13982089"	"LIMMA_t"	"trt"	0	"adrenergic receptor agonist"	"Approved"	"ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2"	NA
"sig_6548"	"Genes_UP"	0.0161579892280072	0.412036148100491	1.60094919188937	0.350678733031674	-0.261099060263905	-1.06915116879043	92.6676335760924	"D1"	"cosmosiin"	"LINCS"	"BRD-K13642330"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.637521201243583
"sig_20847"	"Genes_UP"	0.00720720720720721	0.447373030018496	1.70573377721305	0.158024691358025	-0.294124374837294	-1.19043757534899	92.5603455409924	"D1"	"acitretin"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"retinoid receptor agonist"	"Approved"	"RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3"	0.522189837039526
"sig_1282"	"Genes_UP"	0.151815181518152	0.328045821362848	1.24368446230183	0.0670241286863271	-0.313105878521207	-1.3615613449045	92.3429229227959	"D1"	"norgestrel"	"LINCS"	"BRD-A50928468"	"LIMMA_t"	"trt"	0	"progesterone receptor agonist"	"Approved"	"PGR"	NA
"sig_20430"	"Genes_UP"	0.00190839694656489	0.507355785408404	1.87243431183261	0.158241758241758	-0.306691111017431	-1.21765447023042	92.2017603118507	"D1"	"hydrocortisone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	NA	0.626969696238125
"sig_20694"	"Genes_UP"	0.675965665236052	-0.223060431148887	-0.874958151060059	0.0576540755467197	0.344268219955213	1.38418266946344	-92.120135293884	"D1"	"acadesine"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"AMPK activator"	"Experimental"	NA	NA
"sig_67"	"Genes_UP"	0.0257425742574257	-0.393785032911307	-1.50061406961072	0.336048879837067	0.267634872474714	1.06292511191701	-91.571660097239	"D1"	"5-methylhydantoin"	"LINCS"	"BRD-A68318914"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_20499"	"Genes_UP"	0.0343580470162749	0.359341421984032	1.42680331158124	0.130260521042084	-0.295551919435302	-1.2436470467273	91.1073274887299	"D1"	"OBAA"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.638335350981713
"sig_9550"	"Genes_UP"	0.0194690265486726	0.400475756638131	1.55466434205345	0.653395784543325	-0.211514634010369	-0.904758737307742	91.0015836668454	"D1"	"tenofovir"	"LINCS"	"BRD-K15891719"	"LIMMA_t"	"trt"	1	"HIV integrase inhibitor, nucleoside reverse transcriptase inhibitor"	"Approved"	NA	0.580725757070331
"sig_2439"	"Genes_UP"	0.0770491803278689	0.356220830140552	1.36403459037898	0.0665083135391924	-0.318807079873392	-1.34055929467191	90.9585241441168	"D1"	"CDK2-5-inhibitor"	"LINCS"	"BRD-K71860425"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_3846"	"Genes_UP"	0.0993227990970655	-0.351599494566314	-1.32687563193447	0.297397769516729	0.278606610669517	1.08930844343613	-90.8172720300448	"D1"	"GW-311616"	"LINCS"	"BRD-A38898897"	"LIMMA_t"	"trt"	1	"leukocyte elastase inhibitor, elastase inhibitor"	"Experimental"	NA	NA
"sig_13714"	"Genes_UP"	0.195028680688337	-0.317559985864586	-1.19624980959912	0.147347740667976	0.305765207954409	1.22246731291483	-90.5716943837284	"D1"	"cefmetazole"	"LINCS"	"BRD-K48470486"	"LIMMA_t"	"trt"	1	"bacterial cell wall synthesis inhibitor"	"Approved"	NA	NA
"sig_828"	"Genes_UP"	0.0433734939759036	-0.364554671935197	-1.43298718913448	0.0368324125230203	0.36970233632183	1.4332720395966	-90.3941518393376	"D1"	"parthenolide"	"LINCS"	"BRD-K04949373"	"LIMMA_t"	"trt"	0	"NFkB pathway inhibitor"	"Experimental"	NA	0.633329263418495
"sig_20688"	"Genes_UP"	0.00198412698412698	0.457281855602648	1.79535652193008	0.222444889779559	-0.29520218738846	-1.17541605304249	90.2812890304816	"D1"	"fluocinolone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"Unknown"	"Approved"	NA	0.628714265032751
"sig_20481"	"Genes_UP"	0.0816326530612245	0.353171731855272	1.36052506091178	0.155507559395248	-0.295360933068299	-1.20385171399767	90.2491365165289	"D1"	"cabergoline"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"dopamine receptor agonist"	"Approved"	"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR7"	NA
"sig_1396"	"Genes_UP"	0.0339321357285429	-0.381520926798251	-1.47069709959361	0.171586715867159	0.302422131859259	1.20482510591903	-89.917817930267	"D1"	"TER-14687"	"LINCS"	"BRD-A33833419"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_20568"	"Genes_UP"	0.116906474820144	0.342098041836293	1.30504806785492	0.135555555555556	-0.304816454094773	-1.24683362664718	89.6782528991154	"D1"	"medrysone"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.575114158556325
"sig_7577"	"Genes_UP"	0.625	-0.233919324417659	-0.901669290734636	0.0216962524654832	0.363615709084524	1.48583000588524	-89.606801912465	"D1"	"carbenoxolone"	"LINCS"	"BRD-A98702003"	"LIMMA_t"	"trt"	0	"11-beta hydroxysteroid dehydrogenase inhibitor"	"Approved"	"GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, HSD11B1, PANX1, PANX2, PANX3"	NA
"sig_3214"	"Genes_UP"	0.0554561717352415	0.37272980189291	1.43689292789253	0.18876404494382	-0.283183061476668	-1.16836972446604	89.4997234794551	"D1"	"ZD-7155"	"LINCS"	"BRD-K11373525"	"LIMMA_t"	"trt"	1	"angiotensin receptor antagonist"	"Experimental"	"AGTR1"	0.64627775408478
"sig_6079"	"Genes_UP"	0.130287648054146	-0.329631636651153	-1.2810153001662	0.340632603406326	0.258124461106222	1.05873361221431	-89.4834436543737	"D1"	"KU-C103853"	"LINCS"	"BRD-K65369159"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_3397"	"Genes_UP"	0.0171102661596958	0.393159777798976	1.55939046401797	0.468041237113402	-0.245151985140984	-1.00025620368794	89.4360452807237	"D1"	"L-750667"	"LINCS"	"BRD-K28806945"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.629778297879686
"sig_2095"	"Genes_UP"	0.135135135135135	-0.324747630529451	-1.27475238675736	0.402877697841727	0.263999002224196	1.03240147111189	-89.3348141369398	"D1"	"desmethyl-DASB"	"LINCS"	"BRD-K63835783"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2822"	"Genes_UP"	0.00902527075812274	0.418644165481059	1.57958389855752	0.0414746543778802	-0.344476012555047	-1.4262067529794	88.8586832713956	"D1"	"scoulerine"	"LINCS"	"BRD-K62609077"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.500435634970187
"sig_1328"	"Genes_UP"	0.0697167755991285	-0.349298734004949	-1.35451614463174	0.248618784530387	0.276693434290426	1.11752414481974	-88.8573282295866	"D1"	"quinidine"	"LINCS"	"BRD-K59632282"	"LIMMA_t"	"trt"	0	"sodium channel blocker"	"Approved"	"KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SCN5A, SLC29A4"	0.614422768464056
"sig_7145"	"Genes_UP"	0.0383747178329571	0.359758524606216	1.42969443875442	0.0402930402930403	-0.3513735629711	-1.39865835786042	88.6818887615447	"D1"	"AR-A014418"	"LINCS"	"BRD-K67860401"	"LIMMA_t"	"trt"	1	"glycogen synthase kinase inhibitor"	"Experimental"	"GSK3B"	0.637016933816135
"sig_7480"	"Genes_UP"	0.144469525959368	-0.315732855215914	-1.22347499190469	0.179297597042514	0.30191601307774	1.20349549714308	-88.6684503863621	"D1"	"demeclocycline"	"LINCS"	"BRD-A72130500"	"LIMMA_t"	"trt"	0	"bacterial 30S ribosomal subunit inhibitor"	"Approved"	NA	NA
"sig_7457"	"Genes_UP"	0.00189753320683112	0.44283268498204	1.69284320894029	0.183299389002037	-0.302764731545811	-1.18495813455574	88.5924029603719	"D1"	"hydrocortisone"	"LINCS"	"BRD-A65767837"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	NA	0.626969696238125
"sig_3571"	"Genes_UP"	0.0425531914893617	-0.369773834136368	-1.41773361532976	0.433333333333333	0.253188580977866	1.01424734260356	-88.5900250402494	"D1"	"RO-10-5824"	"LINCS"	"BRD-K79684402"	"LIMMA_t"	"trt"	1	"dopamine receptor agonist"	"Experimental"	NA	NA
"sig_1334"	"Genes_UP"	0.0379965457685665	0.388918387373611	1.45644981999585	0.095	-0.298504793746156	-1.25135781707527	88.3662158320434	"D1"	"ranitidine"	"LINCS"	"BRD-K70505054"	"LIMMA_t"	"trt"	0	"histamine receptor antagonist"	"Approved"	"HRH2"	0.496304359502145
"sig_257"	"Genes_UP"	0.0709090909090909	-0.345591499644494	-1.34706500536518	0.587973273942094	0.225095387615631	0.936556815156946	-88.0687587381555	"D1"	"dioxane"	"LINCS"	"BRD-K42978307"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_20798"	"Genes_UP"	0.109712230215827	0.341825802948089	1.30563044867513	0.00432900432900433	-0.407939747645956	-1.65035708179996	87.9870820653608	"D1"	"losartan"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"angiotensin receptor antagonist"	"Approved"	"AGTR1"	0.538052302616575
"sig_6327"	"Genes_UP"	0.143157894736842	-0.327817182447082	-1.24055545906009	0.072289156626506	0.319777997377958	1.3072651320362	-87.9284139249479	"D1"	"fenoterol"	"LINCS"	"BRD-A97104540"	"LIMMA_t"	"trt"	1	"adrenergic receptor agonist"	"Withdrawn"	"ADRB1, ADRB2, ADRB3"	NA
"sig_7025"	"Genes_UP"	0.365853658536585	-0.265656193050701	-1.04277110890083	0.0225303292894281	0.372386847581761	1.47934563260384	-87.8961495417691	"D1"	"Y-27152"	"LINCS"	"BRD-K42679050"	"LIMMA_t"	"trt"	1	"potassium channel activator"	"Experimental"	"KCNJ8"	NA
"sig_2595"	"Genes_UP"	0.083969465648855	0.331347422177924	1.32730061539309	0.00626304801670146	-0.404472920323009	-1.68349644941009	87.8677173732609	"D1"	"gibberellic-acid"	"LINCS"	"BRD-K92758126"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_8124"	"Genes_UP"	0.703583061889251	-0.225364540302448	-0.862213350310235	0.023936170212766	0.347117084703565	1.46707319731213	-87.7133822429062	"D1"	"oxcarbazepine"	"LINCS"	"BRD-K04196797"	"LIMMA_t"	"trt"	1	"sodium channel blocker"	"Approved"	"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A"	NA
"sig_16128"	"Genes_UP"	0.0826446280991736	-0.337339248828751	-1.34507099643616	0.15587044534413	0.299743919381063	1.22439622270981	-87.6818513170554	"D1"	"ST-4029655"	"LINCS"	"BRD-K67364256"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2499"	"Genes_UP"	0.149012567324955	0.325498337107178	1.25553390589996	0.167037861915367	-0.291340574818084	-1.20320391188079	87.5481573324311	"D1"	"linopirdine"	"LINCS"	"BRD-K59332007"	"LIMMA_t"	"trt"	1	"potassium channel blocker"	"Experimental"	"KCNQ2, KCNQ3, KCNQ4, KCNQ5"	NA
"sig_1790"	"Genes_UP"	0.0122549019607843	0.388742851198737	1.55312015014036	0.402618657937807	-0.26510349425006	-1.03652878066636	87.3492841307991	"D1"	"lenalidomide"	"LINCS"	"BRD-A17883755"	"LIMMA_t"	"trt"	0	"anticancer agent"	"Approved"	"CDH5, CRBN, PTGS2, TNF, TNFSF11"	NA
"sig_3126"	"Genes_UP"	0.133333333333333	0.332225055864213	1.24791593618429	0.0102459016393443	-0.392003949677115	-1.58701984607073	87.3366521685879	"D1"	"immepip"	"LINCS"	"BRD-K25906698"	"LIMMA_t"	"trt"	1	"histamine receptor agonist"	"Experimental"	"HRH3, HRH4"	NA
"sig_15968"	"Genes_UP"	0.0389105058365759	-0.3861427608151	-1.47396057021747	0.423228346456693	0.254631964131471	1.02564256171921	-87.3294124298179	"D1"	"oxantel"	"LINCS"	"BRD-K66019333"	"LIMMA_t"	"trt"	0	"anthelmintic agent"	"Experimental"	NA	NA
"sig_3346"	"Genes_UP"	0.502066115702479	-0.248652865196182	-0.966098267936987	0.016	0.376785792501266	1.48276926648158	-87.2999083499546	"D1"	"gedunin"	"LINCS"	"BRD-A17819071"	"LIMMA_t"	"trt"	1	"HSP inhibitor"	"Experimental"	"HSP90AA1"	NA
"sig_5751"	"Genes_UP"	0.0921305182341651	-0.345376506543431	-1.30113732952265	0.0387931034482759	0.360977414337752	1.4357789027536	-87.2066115038628	"D1"	"bendroflumethiazide"	"LINCS"	"BRD-A80017228"	"LIMMA_t"	"trt"	1	"sodium/potassium/chloride transporter inhibitor"	"Approved"	"CA1, CA2, CA4, KCNMA1, SLC12A1, SLC12A3"	NA
"sig_1249"	"Genes_UP"	0.219047619047619	0.300187319730695	1.16451098678645	0.0130434782608696	-0.396845309954671	-1.60134411203957	87.0796836103306	"D1"	"medrysone"	"LINCS"	"BRD-A20126139"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.575114158556325
"sig_1390"	"Genes_UP"	0.104477611940299	-0.334919867911491	-1.30838620941546	0.319057815845824	0.261505617232783	1.07086174216048	-87.0370128098617	"D1"	"sumatriptan"	"LINCS"	"BRD-K50938287"	"LIMMA_t"	"trt"	1	"serotonin receptor agonist"	"Approved"	"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR5A, HTR6, HTR7"	NA
"sig_6879"	"Genes_UP"	0.40655105973025	-0.260800109027734	-1.01416379088681	0.00424628450106157	0.422699366588586	1.68989161076016	-86.9290841000521	"D1"	"indirubin"	"LINCS"	"BRD-K17894950"	"LIMMA_t"	"trt"	0	"CDK inhibitor, glycogen synthase kinase inhibitor"	"Experimental"	"CDK1, CDK5, GSK3A"	0.58068527350792
"sig_7505"	"Genes_UP"	0.0154185022026432	0.41977790071316	1.62143258702326	0.177693761814745	-0.297819776009778	-1.19084006917581	86.9128769156074	"D1"	"fluocinolone"	"LINCS"	"BRD-A77824596"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	NA	0.628714265032751
"sig_738"	"Genes_UP"	0.072093023255814	-0.33722282438393	-1.33710261755845	0.383658969804618	0.262050168534646	1.03431252856029	-86.8851711895121	"D1"	"tetracycline"	"LINCS"	"BRD-A88208128"	"LIMMA_t"	"trt"	0	"bacterial 30S ribosomal subunit inhibitor"	"Approved"	"PRNP"	NA
"sig_2060"	"Genes_UP"	0.0386100386100386	0.38977516000902	1.48952074678294	0.0238568588469185	-0.371219576717487	-1.50892376258567	86.8843097276549	"D1"	"STK-064652"	"LINCS"	"BRD-A13195221"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_2836"	"Genes_UP"	0.0223752151462995	0.420765924335302	1.59406098723382	0.146341463414634	-0.29260113313338	-1.21804055036815	86.7827694544908	"D1"	"halcinonide"	"LINCS"	"BRD-K81709173"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.565329072916978
"sig_5663"	"Genes_UP"	0.00710900473933649	-0.441833036267981	-1.71677568716466	0.619765494137353	0.242753652201162	0.921305153543858	-86.6510219670533	"D1"	"melphalan"	"LINCS"	"BRD-A08200164"	"LIMMA_t"	"trt"	1	"DNA alkylating agent, DNA inhibitor"	"Approved"	NA	NA
"sig_16288"	"Genes_UP"	0.43879472693032	-0.2694633940711	-1.01423792689053	0.012847965738758	0.376635048521791	1.52858254814294	-86.4326782712215	"D1"	"deracoxib"	"LINCS"	"BRD-K68558722"	"LIMMA_t"	"trt"	1	"cyclooxygenase inhibitor"	"Approved"	"PTGS2"	NA
"sig_8027"	"Genes_UP"	0.169291338582677	-0.314531189041958	-1.20418179336338	0.0422832980972516	0.336219538329239	1.39631413039157	-86.2969650306821	"D1"	"trifluridine"	"LINCS"	"BRD-K03243820"	"LIMMA_t"	"trt"	1	"DNA directed DNA polymerase inhibitor, thymidylate synthase inhibitor"	"Approved"	"TYMS"	NA
"sig_7558"	"Genes_UP"	0.0423572744014733	-0.363499986785562	-1.40947657102771	0.348605577689243	0.265880516509631	1.06565903615598	-86.2428317115888	"D1"	"bifonazole"	"LINCS"	"BRD-A94543220"	"LIMMA_t"	"trt"	1	"sterol demethylase inhibitor"	"Approved"	"CYP2B6"	NA
"sig_6159"	"Genes_UP"	0.260720411663808	0.299517421034813	1.13264561260398	0.00213675213675214	-0.4399675466535	-1.80111067660459	86.1822929846945	"D1"	"losartan"	"LINCS"	"BRD-K76205745"	"LIMMA_t"	"trt"	0	"angiotensin receptor antagonist"	"Approved"	"AGTR1"	0.538052302616575
"sig_3528"	"Genes_UP"	0.0151843817787419	0.399571866767154	1.59421929084186	0.169811320754717	-0.300639612797995	-1.19280310898529	85.9737701519762	"D1"	"PHTPP"	"LINCS"	"BRD-K76568384"	"LIMMA_t"	"trt"	1	"estrogen receptor antagonist"	"Experimental"	"ESR2"	NA
"sig_2555"	"Genes_UP"	0.00826446280991736	0.438184184938885	1.70404811746395	0.106122448979592	-0.323844152478352	-1.29862921502936	85.9533036487849	"D1"	"resmethrin"	"LINCS"	"BRD-A83431637"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_20425"	"Genes_UP"	0.0427184466019417	-0.364417758255918	-1.41696834200145	0.367088607594937	0.263606606137001	1.05097503190823	-85.9017241553736	"D1"	"tetracycline"	"LINCS"	NA	"LIMMA_t"	"trt"	1	"bacterial 30S ribosomal subunit inhibitor"	"Approved"	"PRNP"	NA
"sig_3441"	"Genes_UP"	0.0194552529182879	0.384398593706239	1.50904433574286	0.371900826446281	-0.260499391091889	-1.05421833678336	85.8104046305499	"D1"	"clobetasol"	"LINCS"	"BRD-A63894585"	"LIMMA_t"	"trt"	0	"Unknown"	"Approved"	NA	0.564006536329621
"sig_1195"	"Genes_UP"	0.0235934664246824	0.386124228966161	1.49532552778012	0.412133891213389	-0.250204098097299	-1.03286270509852	85.8055303002511	"D1"	"herniarin"	"LINCS"	"BRD-K81209159"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.650424404725218
"sig_5618"	"Genes_UP"	0.29951690821256	-0.261893624249751	-1.08877479363196	0.0518394648829431	0.350332719594173	1.38998147019788	-85.616083164715	"D1"	"AT-CSC-18"	"LINCS"	"BRD-K83778500"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_7702"	"Genes_UP"	0.202508960573477	-0.312369871889218	-1.18584388789569	0.25	0.280150983573742	1.14738508372604	-85.581576131772	"D1"	"canrenone"	"LINCS"	"BRD-K00885784"	"LIMMA_t"	"trt"	1	"mineralocorticoid receptor antagonist"	"Withdrawn"	"NR3C2"	NA
"sig_2510"	"Genes_UP"	0.0437158469945355	-0.369347628233937	-1.45618550717287	0.856209150326797	0.189257374240749	0.790181335943836	-85.4546670755055	"D1"	"methazolamide"	"LINCS"	"BRD-K13356952"	"LIMMA_t"	"trt"	1	"carbonic anhydrase inhibitor"	"Approved"	"CA1, CA12, CA14, CA2, CA4, CA7"	NA
"sig_1818"	"Genes_UP"	0.457516339869281	-0.256919035919696	-1.00507961617192	0.137404580152672	0.312096572061495	1.26114327001979	-85.4024598642742	"D1"	"6-nitrodopamine"	"LINCS"	"BRD-K08227907"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	NA
"sig_6606"	"Genes_UP"	0.0226876090750436	0.421316814291594	1.59877884540845	0.0430839002267574	-0.339977814440251	-1.41615892715359	85.3127397762616	"D1"	"medrysone"	"LINCS"	"BRD-K56515112"	"LIMMA_t"	"trt"	0	"glucocorticoid receptor agonist"	"Approved"	"NR3C1"	0.575114158556325
"sig_18105"	"Genes_UP"	0.465156794425087	0.259069696794649	0.989951537456922	0.0174672489082969	-0.363609634744871	-1.50960772569636	85.085719025257	"D1"	"dipropyl-dopamine"	"LINCS"	"BRD-K82577285"	"LIMMA_t"	"trt"	1	"Unknown"	"Experimental"	NA	0.640209432326818
