"DB Signature Name"	"Jaccard"	"pValue"	"Input"	"FDR"
"GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_UP"	"0"	"1"	1	"Up signature"
"GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN"	"0.0111524163568773"	"0.109585042244783"	0.80617912422328	"Up signature"
"GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP"	"0"	"1"	1	"Up signature"
"GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_DN"	"0.0111524163568773"	"0.109585042244783"	0.80617912422328	"Up signature"
"GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_UP"	"0"	"1"	1	"Up signature"
"GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_UP"	"0"	"1"	1	"Up signature"
"GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN"	"0.0111940298507463"	"0.108370448801107"	0.80617912422328	"Up signature"
"GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP"	"0.0111524163568773"	"0.109585042244783"	0.80617912422328	"Up signature"
"GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_UP"	"0"	"1"	1	"Up signature"
"GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN"	"0.0111524163568773"	"0.109585042244783"	0.80617912422328	"Up signature"
"GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_UP"	"0"	"1"	1	"Up signature"
"GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_DN"	"0.00740740740740741"	"0.322796142422551"	0.967396318419749	"Up signature"
"GSE13493_DP_VS_CD8POS_THYMOCYTE_UP"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
"GSE13493_DP_VS_CD8POS_THYMOCYTE_DN"	"0.003690036900369"	"0.689913393829218"	1	"Up signature"
